InvoiceDate,Gender,Product,Quantity,Sales
2020-04-14,Male,Mouse,4,4000
2021-05-17,Female,Mouse,3,3000
2020-01-13,Female,Headphones,4,8000
2021-08-03,Female,Mouse,1,1000
2020-03-18,Female,Tablet,1,30000
2021-11-11,Male,Mouse,5,5000
2020-10-05,Male,Headphones,5,10000
2019-01-17,Male,Mouse,3,3000
2020-11-08,Female,Smartphone,3,75000
2018-06-04,Male,Keyboard,4,6000
2021-10-06,Male,Laptop,1,60000
2018-09-09,Male,Tablet,4,120000
2021-09-10,Male,Smartphone,1,25000
2018-09-13,Female,Monitor,5,40000
2019-05-11,Male,Smartphone,1,25000
2018-02-15,Male,Keyboard,5,7500
2019-04-26,Male,Laptop,5,300000
2020-01-31,Male,Headphones,5,10000
2019-11-20,Male,Smartphone,4,100000
2021-02-28,Male,Keyboard,4,6000
2021-12-25,Female,Keyboard,1,1500
2020-08-24,Male,Monitor,1,8000
2021-10-05,Male,Laptop,4,240000
2021-04-23,Male,Headphones,5,10000
2020-04-18,Male,Headphones,5,10000
2019-01-08,Male,Keyboard,2,3000
2020-02-04,Male,Keyboard,2,3000
2019-05-09,Female,Smartphone,4,100000
2020-01-16,Male,Laptop,3,180000
2019-06-20,Female,Keyboard,4,6000
2019-10-16,Male,Smartphone,4,100000
2018-04-28,Male,Smartphone,3,75000
2019-03-23,Male,Laptop,1,60000
2020-03-13,Female,Laptop,5,300000
2018-09-15,Female,Monitor,3,24000
2021-10-18,Male,Keyboard,1,1500
2021-04-11,Male,Keyboard,2,3000
2021-12-01,Male,Mouse,4,4000
2018-09-13,Female,Tablet,3,90000
2018-03-25,Male,Mouse,1,1000
2019-04-10,Male,Monitor,1,8000
2018-05-13,Male,Mouse,1,1000
2019-06-19,Male,Headphones,4,8000
2021-08-14,Female,Headphones,2,4000
2020-04-16,Female,Laptop,4,240000
2021-02-01,Male,Headphones,5,10000
2019-02-18,Male,Keyboard,3,4500
2020-07-22,Male,Keyboard,3,4500
2019-08-07,Male,Tablet,3,90000
2018-11-09,Female,Monitor,1,8000
2019-12-08,Male,Laptop,2,120000
2018-06-21,Male,Laptop,1,60000
2021-01-30,Female,Smartphone,4,100000
2018-08-23,Male,Keyboard,3,4500
2021-04-13,Male,Smartphone,5,125000
2020-12-30,Female,Tablet,5,150000
2021-06-26,Male,Tablet,2,60000
2018-06-28,Female,Laptop,3,180000
2021-05-31,Male,Mouse,4,4000
2021-02-17,Male,Tablet,2,60000
2019-06-02,Male,Smartphone,5,125000
2021-04-16,Male,Monitor,3,24000
2019-10-01,Female,Tablet,2,60000
2019-11-11,Female,Laptop,1,60000
2018-10-02,Female,Laptop,5,300000
2018-09-17,Female,Monitor,5,40000
2019-06-07,Male,Tablet,2,60000
2021-12-28,Female,Tablet,1,30000
2020-04-24,Female,Laptop,3,180000
2019-04-13,Female,Headphones,2,4000
2018-02-08,Male,Headphones,1,2000
2019-07-10,Male,Monitor,1,8000
2018-04-30,Male,Smartphone,4,100000
2021-09-29,Male,Smartphone,5,125000
2021-04-13,Female,Monitor,4,32000
2019-12-28,Male,Laptop,5,300000
2020-01-17,Female,Keyboard,1,1500
2019-10-31,Male,Headphones,2,4000
2020-11-03,Female,Mouse,3,3000
2019-11-12,Female,Keyboard,3,4500
2018-09-16,Male,Mouse,5,5000
2020-09-11,Male,Headphones,3,6000
2019-01-17,Male,Mouse,2,2000
2018-07-05,Female,Laptop,3,180000
2018-09-16,Female,Monitor,2,16000
2019-08-15,Female,Headphones,1,2000
2019-03-14,Male,Headphones,5,10000
2021-12-27,Female,Headphones,5,10000
2021-12-04,Female,Headphones,2,4000
2019-02-15,Male,Headphones,4,8000
2019-01-23,Male,Headphones,4,8000
2019-01-18,Male,Smartphone,5,125000
2021-06-07,Female,Smartphone,1,25000
2021-10-05,Female,Tablet,3,90000
2021-08-29,Female,Smartphone,4,100000
2020-06-30,Male,Tablet,5,150000
2020-03-13,Female,Smartphone,2,50000
2018-03-06,Female,Smartphone,2,50000
2019-09-23,Male,Monitor,5,40000
2018-08-15,Male,Laptop,3,180000
2019-04-12,Male,Monitor,3,24000
2019-05-10,Female,Mouse,2,2000
2019-07-27,Female,Headphones,3,6000
2018-07-19,Female,Smartphone,1,25000
2020-04-26,Female,Keyboard,2,3000
2019-11-13,Female,Headphones,1,2000
2020-11-09,Female,Smartphone,1,25000
2019-07-15,Female,Mouse,4,4000
2020-11-23,Female,Mouse,3,3000
2019-09-01,Male,Monitor,4,32000
2018-08-08,Female,Tablet,1,30000
2019-09-22,Male,Keyboard,4,6000
2020-12-15,Female,Monitor,2,16000
2019-07-28,Male,Laptop,3,180000
2019-01-22,Female,Laptop,3,180000
2021-10-14,Male,Mouse,2,2000
2019-05-23,Female,Monitor,3,24000
2019-12-21,Male,Smartphone,4,100000
2021-04-26,Female,Smartphone,3,75000
2020-10-21,Male,Monitor,2,16000
2021-12-13,Female,Laptop,3,180000
2020-10-03,Female,Headphones,2,4000
2018-06-17,Male,Mouse,3,3000
2018-05-25,Female,Headphones,5,10000
2021-06-18,Female,Keyboard,2,3000
2020-09-25,Male,Keyboard,5,7500
2020-01-30,Male,Tablet,4,120000
2021-07-16,Male,Monitor,5,40000
2018-04-12,Male,Tablet,1,30000
2019-06-20,Male,Headphones,1,2000
2018-01-01,Female,Headphones,1,2000
2019-10-30,Male,Smartphone,2,50000
2020-07-28,Male,Smartphone,3,75000
2021-05-14,Female,Headphones,3,6000
2021-04-10,Female,Tablet,3,90000
2019-12-29,Female,Monitor,1,8000
2018-01-29,Male,Laptop,1,60000
2018-07-06,Male,Monitor,5,40000
2018-10-22,Female,Monitor,5,40000
2019-09-06,Female,Monitor,3,24000
2018-02-04,Male,Smartphone,3,75000
2018-03-21,Male,Tablet,1,30000
2021-05-05,Female,Smartphone,4,100000
2021-02-05,Female,Keyboard,3,4500
2021-08-18,Male,Tablet,4,120000
2018-10-26,Female,Smartphone,4,100000
2018-02-09,Female,Tablet,3,90000
2020-05-16,Male,Keyboard,4,6000
2019-09-04,Female,Mouse,1,1000
2019-03-18,Female,Tablet,5,150000
2018-05-02,Female,Tablet,1,30000
2018-12-12,Male,Keyboard,4,6000
2020-04-13,Male,Keyboard,3,4500
2021-09-05,Female,Smartphone,4,100000
2019-08-27,Male,Laptop,3,180000
2018-11-16,Male,Headphones,4,8000
2021-05-31,Male,Smartphone,5,125000
2019-10-11,Female,Mouse,2,2000
2021-10-21,Female,Tablet,1,30000
2019-07-13,Female,Laptop,3,180000
2020-03-04,Female,Monitor,1,8000
2019-08-08,Female,Monitor,5,40000
2018-12-19,Female,Keyboard,1,1500
2019-10-05,Female,Laptop,4,240000
2021-02-24,Female,Monitor,2,16000
2018-12-12,Male,Tablet,1,30000
2021-09-12,Female,Monitor,1,8000
2018-01-21,Female,Smartphone,4,100000
2019-03-12,Female,Mouse,2,2000
2018-09-08,Male,Keyboard,3,4500
2020-03-01,Female,Smartphone,2,50000
2019-11-11,Male,Mouse,2,2000
2021-02-13,Female,Headphones,3,6000
2021-02-16,Male,Smartphone,3,75000
2021-05-12,Male,Keyboard,3,4500
2018-06-04,Male,Mouse,1,1000
2019-06-22,Female,Laptop,5,300000
2018-03-16,Male,Mouse,1,1000
2019-07-01,Female,Mouse,5,5000
2019-01-02,Male,Tablet,1,30000
2021-01-21,Male,Smartphone,1,25000
2021-07-27,Male,Mouse,3,3000
2018-04-03,Male,Smartphone,5,125000
2021-06-07,Male,Monitor,4,32000
2021-07-20,Female,Monitor,5,40000
2018-05-21,Male,Monitor,5,40000
2018-05-31,Male,Mouse,4,4000
2020-11-11,Female,Keyboard,5,7500
2020-02-15,Male,Tablet,4,120000
2019-05-09,Female,Tablet,1,30000
2020-12-06,Male,Smartphone,2,50000
2020-03-19,Male,Smartphone,3,75000
2018-05-27,Male,Mouse,5,5000
2021-10-20,Female,Monitor,5,40000
2021-02-28,Female,Laptop,1,60000
2021-07-12,Female,Headphones,3,6000
2019-03-25,Female,Mouse,3,3000
2019-07-09,Female,Smartphone,1,25000
2018-05-17,Male,Mouse,4,4000
2018-03-27,Male,Keyboard,5,7500
2018-12-19,Female,Monitor,2,16000
2021-08-24,Female,Mouse,3,3000
2019-12-24,Male,Smartphone,5,125000
2020-03-26,Male,Mouse,2,2000
2019-05-01,Female,Monitor,1,8000
2019-05-09,Male,Monitor,4,32000
2018-08-10,Male,Mouse,1,1000
2019-03-17,Female,Keyboard,2,3000
2018-11-22,Female,Mouse,3,3000
2018-05-06,Male,Mouse,4,4000
2018-12-07,Female,Tablet,2,60000
2021-03-13,Male,Laptop,5,300000
2020-07-14,Male,Smartphone,3,75000
2019-03-26,Male,Headphones,3,6000
2021-02-01,Male,Smartphone,2,50000
2019-08-16,Male,Laptop,1,60000
2019-12-16,Male,Laptop,1,60000
2020-11-05,Female,Smartphone,1,25000
2021-07-26,Female,Keyboard,4,6000
2020-07-01,Female,Keyboard,2,3000
2019-03-11,Male,Keyboard,3,4500
2021-03-24,Female,Monitor,5,40000
2021-06-03,Female,Monitor,2,16000
2019-04-29,Male,Smartphone,1,25000
2018-10-18,Male,Monitor,4,32000
2019-08-07,Female,Smartphone,2,50000
2020-06-04,Male,Keyboard,1,1500
2020-08-06,Male,Headphones,5,10000
2021-10-26,Female,Laptop,4,240000
2018-10-09,Female,Keyboard,4,6000
2018-08-18,Male,Tablet,5,150000
2018-05-31,Male,Mouse,1,1000
2021-12-20,Female,Tablet,4,120000
2020-08-31,Male,Tablet,4,120000
2021-08-03,Female,Monitor,4,32000
2021-03-30,Male,Mouse,5,5000
2019-06-26,Male,Headphones,1,2000
2019-02-18,Male,Mouse,2,2000
2021-09-17,Male,Smartphone,1,25000
2020-05-08,Male,Headphones,4,8000
2019-04-01,Female,Laptop,1,60000
2021-01-21,Female,Tablet,2,60000
2019-07-24,Male,Laptop,5,300000
2020-09-17,Male,Mouse,1,1000
2020-08-05,Male,Mouse,5,5000
2018-09-04,Male,Keyboard,3,4500
2020-10-04,Male,Monitor,3,24000
2021-12-17,Female,Smartphone,5,125000
2020-04-10,Male,Headphones,2,4000
2019-10-26,Male,Keyboard,3,4500
2019-10-31,Male,Smartphone,5,125000
2019-04-29,Female,Keyboard,1,1500
2021-06-30,Male,Tablet,1,30000
2019-05-25,Female,Tablet,4,120000
2020-03-25,Female,Mouse,5,5000
2018-07-17,Male,Laptop,3,180000
2018-04-18,Male,Tablet,1,30000
2020-02-16,Female,Keyboard,2,3000
2018-02-22,Male,Headphones,2,4000
2021-03-05,Female,Headphones,2,4000
2020-12-05,Female,Mouse,2,2000
2020-12-24,Female,Tablet,2,60000
2018-06-06,Male,Mouse,1,1000
2021-01-15,Female,Tablet,2,60000
2019-03-21,Female,Keyboard,1,1500
2018-02-03,Male,Keyboard,3,4500
2018-03-21,Female,Laptop,4,240000
2021-11-13,Male,Smartphone,3,75000
2018-09-26,Female,Tablet,3,90000
2018-09-19,Female,Laptop,3,180000
2021-05-16,Male,Keyboard,5,7500
2020-01-05,Female,Mouse,1,1000
2019-01-03,Male,Smartphone,4,100000
2019-09-17,Female,Keyboard,5,7500
2019-11-15,Female,Mouse,3,3000
2020-09-13,Male,Headphones,3,6000
2020-09-27,Female,Monitor,1,8000
2019-08-05,Male,Smartphone,5,125000
2021-06-02,Female,Smartphone,4,100000
2019-02-02,Male,Mouse,4,4000
2021-03-15,Male,Mouse,5,5000
2019-03-29,Male,Smartphone,3,75000
2021-07-12,Female,Headphones,4,8000
2021-04-24,Female,Tablet,5,150000
2019-11-13,Female,Tablet,5,150000
2021-08-12,Female,Monitor,2,16000
2020-09-15,Female,Headphones,4,8000
2020-09-07,Female,Smartphone,4,100000
2019-03-28,Female,Mouse,3,3000
2019-09-17,Male,Mouse,4,4000
2021-12-04,Female,Headphones,5,10000
2018-10-09,Female,Keyboard,1,1500
2020-04-03,Female,Laptop,2,120000
2018-06-04,Male,Keyboard,5,7500
2019-08-13,Male,Keyboard,5,7500
2021-10-25,Male,Laptop,1,60000
2018-02-05,Male,Keyboard,2,3000
2021-05-24,Male,Smartphone,3,75000
2019-03-04,Male,Headphones,3,6000
2019-07-05,Female,Headphones,3,6000
2020-12-13,Female,Headphones,2,4000
2020-04-01,Male,Tablet,2,60000
2020-11-27,Male,Keyboard,1,1500
2019-01-28,Male,Monitor,4,32000
2019-12-02,Female,Mouse,5,5000
2020-10-19,Male,Headphones,4,8000
2020-05-09,Male,Monitor,4,32000
2019-11-06,Male,Headphones,5,10000
2018-02-24,Female,Headphones,4,8000
2018-12-24,Male,Laptop,4,240000
2018-09-22,Female,Mouse,3,3000
2020-07-10,Male,Keyboard,3,4500
2021-01-12,Male,Monitor,2,16000
2020-02-05,Male,Keyboard,5,7500
2018-12-13,Female,Monitor,5,40000
2019-06-06,Female,Headphones,5,10000
2019-10-09,Female,Keyboard,4,6000
2018-08-27,Female,Keyboard,1,1500
2019-04-21,Female,Headphones,4,8000
2020-07-29,Male,Mouse,1,1000
2020-08-25,Male,Smartphone,2,50000
2020-10-11,Female,Monitor,3,24000
2021-08-28,Male,Monitor,1,8000
2019-07-22,Female,Headphones,3,6000
2019-07-12,Female,Laptop,3,180000
2019-08-30,Female,Tablet,4,120000
2021-05-29,Male,Tablet,5,150000
2018-02-09,Male,Tablet,4,120000
2018-09-27,Male,Tablet,5,150000
2020-12-05,Female,Smartphone,2,50000
2021-11-25,Male,Tablet,4,120000
2018-09-14,Male,Monitor,5,40000
2019-11-27,Female,Headphones,4,8000
2021-11-13,Female,Headphones,1,2000
2021-07-10,Female,Monitor,4,32000
2019-01-02,Male,Monitor,4,32000
2020-07-23,Female,Smartphone,4,100000
2019-06-26,Female,Smartphone,2,50000
2019-04-21,Female,Keyboard,3,4500
2018-11-01,Male,Monitor,4,32000
2021-10-06,Female,Smartphone,3,75000
2020-04-02,Male,Laptop,5,300000
2021-04-02,Female,Keyboard,5,7500
2018-10-02,Male,Tablet,4,120000
2021-03-25,Male,Laptop,4,240000
2020-02-15,Male,Tablet,2,60000
2021-10-05,Male,Mouse,2,2000
2018-02-07,Male,Tablet,1,30000
2020-04-13,Female,Keyboard,3,4500
2019-10-04,Female,Smartphone,2,50000
2019-04-02,Female,Smartphone,5,125000
2019-11-01,Male,Headphones,5,10000
2020-06-17,Male,Tablet,3,90000
2021-05-24,Female,Smartphone,4,100000
2020-05-15,Male,Laptop,4,240000
2019-05-07,Female,Smartphone,3,75000
2020-12-30,Male,Smartphone,5,125000
2021-04-26,Male,Monitor,2,16000
2021-06-30,Female,Monitor,5,40000
2018-03-31,Male,Smartphone,1,25000
2021-07-11,Male,Headphones,3,6000
2019-10-10,Male,Monitor,4,32000
2021-01-02,Male,Laptop,5,300000
2019-02-04,Female,Tablet,4,120000
2018-03-10,Female,Smartphone,3,75000
2019-10-30,Female,Monitor,1,8000
2020-04-15,Male,Mouse,1,1000
2021-04-07,Male,Mouse,2,2000
2019-01-03,Female,Smartphone,4,100000
2020-04-15,Male,Tablet,5,150000
2019-07-16,Male,Headphones,1,2000
2018-02-28,Female,Headphones,5,10000
2021-11-24,Male,Headphones,1,2000
2020-05-10,Female,Keyboard,2,3000
2020-11-01,Female,Monitor,4,32000
2020-02-20,Male,Headphones,5,10000
2021-11-21,Female,Laptop,4,240000
2019-07-05,Male,Smartphone,4,100000
2020-01-07,Male,Headphones,4,8000
2020-02-09,Female,Laptop,3,180000
2019-08-23,Male,Keyboard,3,4500
2019-09-27,Male,Monitor,2,16000
2019-03-30,Female,Headphones,1,2000
2018-03-15,Female,Laptop,5,300000
2018-02-16,Female,Smartphone,3,75000
2020-12-26,Male,Smartphone,1,25000
2021-07-27,Male,Keyboard,3,4500
2021-03-12,Female,Mouse,2,2000
2020-07-27,Female,Monitor,3,24000
2019-03-20,Male,Mouse,5,5000
2021-08-28,Male,Tablet,4,120000
2019-04-17,Male,Headphones,3,6000
2020-10-12,Female,Headphones,4,8000
2018-08-18,Female,Monitor,3,24000
2019-09-28,Male,Smartphone,1,25000
2018-02-02,Male,Headphones,4,8000
2018-03-17,Female,Headphones,1,2000
2018-06-22,Male,Keyboard,5,7500
2019-08-08,Female,Smartphone,3,75000
2021-01-17,Female,Mouse,5,5000
2021-05-08,Female,Tablet,1,30000
2021-12-02,Male,Monitor,1,8000
2018-05-24,Female,Laptop,3,180000
2019-03-03,Female,Laptop,1,60000
2020-05-05,Male,Laptop,3,180000
2019-10-13,Female,Headphones,4,8000
2021-12-12,Female,Tablet,2,60000
2021-11-29,Female,Laptop,3,180000
2018-09-07,Female,Monitor,2,16000
2021-04-07,Female,Keyboard,2,3000
2020-02-29,Male,Headphones,5,10000
2019-03-13,Male,Tablet,4,120000
2019-08-17,Male,Keyboard,1,1500
2021-12-15,Male,Headphones,2,4000
2021-03-20,Female,Laptop,2,120000
2019-10-12,Male,Tablet,1,30000
2021-12-04,Male,Mouse,3,3000
2021-06-23,Male,Laptop,5,300000
2018-10-11,Male,Headphones,2,4000
2021-04-24,Male,Laptop,5,300000
2018-03-03,Female,Keyboard,1,1500
2018-07-14,Male,Monitor,4,32000
2018-03-11,Female,Tablet,1,30000
2021-05-05,Female,Laptop,5,300000
2019-03-11,Female,Monitor,2,16000
2019-06-29,Male,Keyboard,5,7500
2020-09-14,Female,Mouse,1,1000
2020-03-18,Male,Mouse,1,1000
2021-11-23,Female,Smartphone,5,125000
2019-09-17,Female,Headphones,3,6000
2019-01-07,Male,Mouse,4,4000
2019-07-06,Male,Monitor,1,8000
2020-02-02,Female,Mouse,4,4000
2019-01-25,Male,Smartphone,2,50000
2018-07-28,Male,Monitor,2,16000
2018-07-10,Female,Mouse,3,3000
2021-08-15,Male,Mouse,1,1000
2020-02-07,Female,Laptop,5,300000
2021-03-13,Female,Monitor,4,32000
2019-03-13,Female,Monitor,3,24000
2019-02-06,Female,Mouse,5,5000
2020-04-05,Male,Laptop,3,180000
2018-05-08,Female,Keyboard,3,4500
2019-05-27,Female,Mouse,3,3000
2021-12-21,Female,Keyboard,3,4500
2018-10-22,Female,Laptop,4,240000
2018-08-21,Male,Smartphone,3,75000
2019-05-18,Male,Monitor,2,16000
2021-05-23,Male,Smartphone,3,75000
2019-08-27,Male,Mouse,5,5000
2018-07-16,Female,Laptop,4,240000
2018-07-07,Male,Monitor,3,24000
2018-07-12,Female,Monitor,5,40000
2021-03-12,Male,Tablet,1,30000
2021-01-17,Female,Laptop,5,300000
2019-04-22,Male,Smartphone,3,75000
2018-11-02,Female,Mouse,4,4000
2020-07-01,Male,Monitor,1,8000
2018-11-19,Male,Mouse,3,3000
2021-09-16,Female,Smartphone,3,75000
2020-09-05,Female,Laptop,5,300000
2018-09-18,Male,Monitor,5,40000
2020-11-20,Female,Keyboard,3,4500
2018-06-25,Female,Headphones,1,2000
2021-11-23,Female,Laptop,1,60000
2019-11-15,Female,Tablet,5,150000
2018-05-27,Female,Keyboard,3,4500
2018-07-12,Female,Headphones,2,4000
2020-06-17,Female,Mouse,2,2000
2020-01-06,Male,Monitor,4,32000
2019-03-19,Male,Monitor,4,32000
2019-06-10,Female,Mouse,5,5000
2019-03-25,Male,Monitor,3,24000
2018-02-03,Female,Smartphone,4,100000
2020-04-24,Female,Laptop,5,300000
2020-06-25,Male,Tablet,1,30000
2019-04-21,Female,Headphones,5,10000
2018-11-12,Male,Mouse,2,2000
2021-06-24,Female,Tablet,2,60000
2019-01-12,Male,Headphones,3,6000
2019-09-30,Male,Keyboard,4,6000
2021-12-23,Male,Smartphone,5,125000
2020-06-18,Male,Monitor,4,32000
2021-01-12,Male,Mouse,4,4000
2018-06-02,Male,Smartphone,3,75000
2018-06-23,Male,Laptop,3,180000
2020-12-29,Male,Keyboard,5,7500
2021-04-20,Male,Headphones,3,6000
2021-03-08,Female,Monitor,4,32000
2021-08-24,Male,Monitor,2,16000
2019-01-28,Male,Smartphone,1,25000
2020-11-11,Male,Laptop,4,240000
2020-07-28,Male,Headphones,2,4000
2020-06-07,Male,Monitor,1,8000
2020-09-06,Female,Tablet,3,90000
2019-12-24,Male,Tablet,5,150000
2021-12-05,Male,Monitor,5,40000
2018-03-05,Female,Headphones,5,10000
2020-06-29,Male,Monitor,5,40000
2019-02-25,Male,Headphones,4,8000
2018-10-07,Female,Mouse,5,5000
2020-04-17,Female,Laptop,5,300000
2019-06-27,Female,Laptop,1,60000
2020-06-16,Female,Headphones,5,10000
2021-10-02,Female,Mouse,1,1000
2019-04-18,Female,Tablet,3,90000
2019-10-10,Male,Smartphone,3,75000
2018-05-29,Female,Headphones,2,4000
2018-09-25,Female,Mouse,2,2000
2021-05-30,Female,Tablet,5,150000
2019-07-15,Male,Smartphone,5,125000
2020-02-21,Female,Mouse,4,4000
2019-03-10,Female,Keyboard,3,4500
2021-11-28,Male,Mouse,1,1000
2021-12-26,Male,Tablet,5,150000
2021-02-04,Female,Headphones,1,2000
2020-02-12,Male,Mouse,5,5000
2018-06-13,Female,Smartphone,5,125000
2019-09-22,Female,Mouse,1,1000
2020-10-19,Female,Monitor,1,8000
2021-09-23,Female,Keyboard,4,6000
2020-08-06,Male,Keyboard,4,6000
2018-10-12,Male,Headphones,5,10000
2021-04-17,Male,Monitor,2,16000
2021-07-21,Female,Keyboard,1,1500
2021-02-02,Female,Laptop,4,240000
2021-03-12,Female,Smartphone,5,125000
2019-02-23,Male,Headphones,2,4000
2020-05-13,Male,Keyboard,5,7500
2020-03-26,Female,Monitor,3,24000
2018-11-09,Female,Monitor,2,16000
2020-07-22,Male,Laptop,1,60000
2019-12-05,Male,Tablet,5,150000
2019-06-13,Male,Keyboard,1,1500
2020-03-23,Female,Smartphone,5,125000
2021-03-20,Male,Keyboard,2,3000
2021-04-26,Female,Smartphone,1,25000
2018-08-19,Male,Smartphone,5,125000
2021-10-04,Female,Headphones,3,6000
2020-02-05,Male,Smartphone,4,100000
2021-01-01,Female,Monitor,1,8000
2018-12-30,Male,Smartphone,3,75000
2018-12-22,Female,Headphones,4,8000
2019-02-15,Female,Monitor,2,16000
2021-04-01,Male,Tablet,5,150000
2018-05-30,Male,Keyboard,1,1500
2021-07-28,Male,Keyboard,4,6000
2019-03-22,Male,Keyboard,3,4500
2018-07-02,Male,Headphones,2,4000
2020-05-17,Male,Monitor,2,16000
2021-01-29,Male,Smartphone,5,125000
2018-09-02,Male,Smartphone,3,75000
2018-11-26,Male,Mouse,2,2000
2020-02-24,Male,Tablet,3,90000
2020-12-03,Male,Tablet,5,150000
2020-08-02,Male,Headphones,3,6000
2021-12-25,Male,Keyboard,3,4500
2019-01-04,Male,Laptop,3,180000
2019-07-26,Female,Monitor,1,8000
2018-07-02,Male,Smartphone,2,50000
2018-04-23,Male,Smartphone,1,25000
2019-09-04,Female,Monitor,2,16000
2019-09-30,Male,Mouse,1,1000
2020-09-06,Male,Keyboard,2,3000
2018-08-01,Female,Mouse,2,2000
2020-05-24,Male,Smartphone,5,125000
2019-06-08,Female,Monitor,5,40000
2019-06-17,Female,Tablet,2,60000
2018-02-14,Male,Monitor,1,8000
2020-04-27,Male,Tablet,4,120000
2021-08-10,Male,Monitor,2,16000
2018-05-15,Female,Tablet,5,150000
2020-08-29,Female,Laptop,2,120000
2018-04-29,Female,Headphones,1,2000
2018-07-16,Female,Headphones,1,2000
2020-08-24,Female,Mouse,2,2000
2021-12-02,Male,Keyboard,4,6000
2018-11-09,Female,Mouse,3,3000
2020-05-26,Female,Keyboard,3,4500
2020-05-12,Male,Mouse,4,4000
2018-05-14,Male,Mouse,1,1000
2021-02-02,Female,Headphones,4,8000
2019-09-08,Male,Keyboard,5,7500
2020-04-29,Male,Smartphone,4,100000
2020-02-04,Male,Mouse,3,3000
2019-02-07,Female,Laptop,1,60000
2021-07-15,Male,Keyboard,4,6000
2021-10-01,Male,Tablet,1,30000
2020-03-16,Male,Keyboard,1,1500
2020-11-30,Male,Smartphone,2,50000
2021-11-07,Male,Laptop,4,240000
2020-10-13,Female,Smartphone,3,75000
2021-05-16,Female,Mouse,1,1000
2018-04-13,Male,Tablet,3,90000
2019-10-12,Male,Laptop,4,240000
2020-11-04,Male,Laptop,5,300000
2018-08-20,Male,Laptop,1,60000
2018-04-19,Male,Laptop,4,240000
2021-12-27,Male,Mouse,5,5000
2019-06-08,Male,Monitor,3,24000
2019-08-26,Female,Monitor,1,8000
2018-08-29,Female,Laptop,3,180000
2021-09-13,Female,Smartphone,2,50000
2018-11-26,Male,Laptop,3,180000
2020-04-23,Female,Tablet,5,150000
2018-04-17,Female,Tablet,1,30000
2020-12-02,Female,Headphones,5,10000
2019-09-15,Male,Monitor,3,24000
2018-02-20,Female,Headphones,1,2000
2018-08-31,Female,Tablet,3,90000
2020-03-05,Male,Laptop,4,240000
2018-12-01,Female,Tablet,3,90000
2019-01-01,Male,Monitor,4,32000
2019-08-04,Female,Laptop,3,180000
2020-11-21,Male,Headphones,4,8000
2020-09-28,Female,Smartphone,1,25000
2021-11-06,Male,Monitor,4,32000
2019-02-13,Male,Tablet,2,60000
2019-10-27,Male,Headphones,5,10000
2021-08-10,Female,Laptop,2,120000
2018-04-11,Male,Mouse,5,5000
2020-10-13,Male,Keyboard,2,3000
2020-02-01,Male,Monitor,3,24000
2020-03-16,Male,Tablet,2,60000
2018-09-11,Female,Headphones,3,6000
2019-12-02,Male,Monitor,4,32000
2021-09-01,Male,Smartphone,3,75000
2018-06-30,Male,Headphones,2,4000
2019-07-23,Female,Monitor,3,24000
2018-09-05,Female,Headphones,3,6000
2020-09-15,Female,Laptop,5,300000
2018-08-17,Male,Laptop,5,300000
2019-10-14,Female,Smartphone,2,50000
2021-05-11,Female,Headphones,1,2000
2020-11-24,Female,Smartphone,5,125000
2021-03-21,Female,Headphones,2,4000
2019-04-26,Male,Keyboard,2,3000
2018-04-26,Female,Mouse,3,3000
2018-12-06,Female,Mouse,5,5000
2021-06-07,Female,Tablet,3,90000
2020-11-23,Female,Headphones,1,2000
2018-09-19,Male,Monitor,4,32000
2018-10-08,Female,Monitor,5,40000
2018-02-16,Male,Headphones,5,10000
2019-04-22,Male,Monitor,4,32000
2021-05-22,Male,Keyboard,3,4500
2020-11-14,Male,Laptop,5,300000
2018-02-20,Female,Tablet,3,90000
2020-09-14,Female,Tablet,5,150000
2018-06-29,Female,Laptop,2,120000
2020-04-21,Male,Mouse,4,4000
2020-02-08,Female,Tablet,2,60000
2018-10-07,Female,Mouse,3,3000
2021-10-17,Male,Headphones,4,8000
2018-06-11,Male,Tablet,1,30000
2019-07-31,Female,Smartphone,3,75000
2020-08-25,Male,Smartphone,5,125000
2020-12-16,Male,Laptop,3,180000
2018-10-30,Female,Tablet,2,60000
2021-08-05,Female,Keyboard,2,3000
2018-01-13,Male,Mouse,4,4000
2019-05-16,Female,Keyboard,1,1500
2020-01-24,Male,Monitor,5,40000
2019-09-18,Female,Headphones,5,10000
2021-01-28,Female,Mouse,5,5000
2021-07-29,Male,Laptop,5,300000
2020-02-20,Female,Mouse,4,4000
2021-12-29,Female,Monitor,5,40000
2021-09-23,Female,Monitor,2,16000
2018-07-17,Male,Tablet,2,60000
2019-06-23,Male,Mouse,1,1000
2020-04-22,Female,Monitor,1,8000
2020-09-12,Female,Headphones,4,8000
2020-12-14,Male,Tablet,5,150000
2021-06-04,Male,Tablet,5,150000
2019-02-23,Female,Monitor,1,8000
2018-05-08,Female,Laptop,3,180000
2021-10-25,Female,Smartphone,4,100000
2019-04-22,Female,Smartphone,2,50000
2018-10-30,Male,Laptop,4,240000
2018-11-17,Male,Tablet,2,60000
2018-12-30,Female,Monitor,1,8000
2021-06-29,Female,Laptop,3,180000
2020-05-22,Female,Smartphone,1,25000
2019-08-24,Male,Monitor,2,16000
2018-07-15,Female,Smartphone,4,100000
2021-05-12,Male,Mouse,5,5000
2021-10-08,Male,Tablet,4,120000
